altitude_m,pressure_kpa,ambient_temp_c,air_density_kg_m3,density_ratio,cooling_mode,is_forced,theta_base,load_power_w,electrode_gap_mm,delta_t_diurnal,paschen_v_bd,t_baseline_c,t_reference_c,thermal_residual_c
1120.1,88.57,19.81,1.0533,0.8598,natural,0.0,4.858,69.15,4.33,46.3,4291.3,382.1,418.57,36.467
3352.7,67.02,3.79,0.8431,0.6882,forced,1.0,1.613,6.16,0.54,56.1,528.0,17.19,18.21,1.021
1691.7,82.59,7.31,1.0258,0.8374,forced,1.0,3.612,47.35,4.73,24.6,4358.7,204.43,226.67,22.24
3119.1,69.05,1.26,0.8766,0.7156,forced,1.0,3.54,64.56,1.03,19.6,955.3,299.97,371.46,71.493
3345.2,67.08,-6.74,0.8772,0.7161,forced,1.0,6.119,39.26,7.89,62.8,5738.5,307.1,368.43,61.331
192.2,99.04,6.03,1.2358,1.0088,forced,1.0,6.337,51.96,4.19,64.7,4605.9,332.97,332.67,-0.296
2075.9,78.75,17.38,0.9442,0.7708,forced,1.0,2.37,71.09,7.65,58.6,6445.7,224.87,265.22,40.357
4390.7,58.56,-8.38,0.7706,0.629,forced,1.0,4.897,12.31,1.74,33.4,1315.5,78.94,94.37,15.436
3030.9,69.83,-0.8,0.8933,0.7292,forced,1.0,4.689,4.2,3.56,22.2,2906.1,24.55,26.71,2.16
2279.7,76.77,8.24,0.9505,0.7759,forced,1.0,5.713,2.71,6.27,27.8,5267.8,27.22,28.63,1.408
4242.7,59.71,-2.33,0.7681,0.6271,forced,1.0,4.565,10.74,2.9,24.6,2100.9,68.85,80.7,11.849
3063.6,69.54,0.31,0.8859,0.7232,natural,0.0,6.133,36.08,3.28,39.6,2693.4,260.5,300.99,40.5
828.3,91.76,20.1,1.0901,0.8899,forced,1.0,5.942,60.18,6.45,22.4,6342.8,412.62,444.92,32.308
2043.7,79.06,15.3,0.9549,0.7795,forced,1.0,5.723,40.86,1.72,14.4,1698.5,300.71,342.77,42.062
2391.0,75.71,5.82,0.9454,0.7718,natural,0.0,5.863,27.06,3.21,53.3,2847.4,186.42,205.94,19.518
5374.1,51.37,-12.83,0.6875,0.5612,forced,1.0,2.768,5.42,7.62,34.9,4370.3,11.0,15.1,4.094
5266.8,52.12,-15.42,0.7045,0.5751,forced,1.0,2.608,8.23,9.91,36.4,5612.1,17.99,24.38,6.39
2875.6,71.22,-2.22,0.9158,0.7476,natural,0.0,6.421,9.96,3.52,48.7,2925.7,71.74,77.01,5.274
3426.5,66.39,6.45,0.8272,0.6752,forced,1.0,6.132,53.15,6.87,41.8,5015.7,452.61,567.24,114.621
3670.1,64.34,-5.17,0.8363,0.6827,forced,1.0,4.594,20.07,2.1,16.1,1685.3,119.95,141.88,21.933
1889.5,80.59,-4.55,1.0453,0.8533,forced,1.0,6.219,46.07,5.06,25.1,4533.6,320.77,353.22,32.457
3405.0,66.57,7.87,0.8253,0.6737,natural,0.0,0.931,40.92,5.57,37.1,4163.8,54.31,64.43,10.117
5311.0,51.81,-17.02,0.7047,0.5753,forced,1.0,5.02,65.39,7.64,56.9,4414.5,493.86,690.43,196.565
5209.5,52.52,-11.51,0.6993,0.5709,forced,1.0,2.101,50.0,4.82,41.1,2952.9,153.0,211.15,58.141
3817.1,63.12,-3.78,0.8163,0.6664,forced,1.0,6.286,42.84,5.23,33.9,3748.8,368.81,459.44,90.638
547.9,94.91,16.67,1.1409,0.9313,natural,0.0,2.733,8.99,5.91,21.2,6046.3,42.13,43.03,0.892
1010.1,89.76,17.49,1.076,0.8783,natural,0.0,2.098,61.68,6.89,63.3,6604.5,155.58,166.95,11.371
1464.8,84.92,14.73,1.0277,0.8389,forced,1.0,4.696,72.49,5.93,58.0,5484.8,406.51,458.87,52.356
5251.3,52.23,-13.9,0.7018,0.5729,forced,1.0,1.361,25.92,8.34,17.5,4813.3,41.18,56.32,15.135
2995.2,70.15,-3.2,0.9053,0.739,forced,1.0,1.729,73.83,3.69,45.8,3015.0,159.42,196.42,36.991
5441.6,50.91,-5.69,0.6631,0.5413,forced,1.0,1.268,12.95,5.43,29.8,3196.9,21.14,26.9,5.757
1585.2,83.67,14.95,1.0118,0.8259,natural,0.0,6.065,71.86,8.43,53.2,7442.0,494.57,556.41,61.845
1767.2,81.82,11.84,1.0001,0.8164,natural,0.0,2.788,17.63,9.23,16.8,7910.5,66.23,69.8,3.571
2288.0,76.69,23.25,0.9014,0.7358,forced,1.0,3.668,35.83,5.78,18.6,4888.1,191.23,220.33,29.101
1643.2,83.08,8.09,1.0291,0.8401,forced,1.0,3.12,51.24,0.68,60.6,778.2,191.89,212.68,20.791
1430.5,85.28,20.69,1.011,0.8253,forced,1.0,2.857,26.25,7.83,61.7,7080.6,108.14,115.8,7.669
4742.7,55.9,-2.94,0.7207,0.5883,forced,1.0,5.682,51.18,7.55,63.5,4675.6,441.6,591.02,149.413
3952.0,62.03,3.27,0.7817,0.6381,forced,1.0,4.714,7.49,3.16,60.6,2349.5,53.83,61.17,7.338
1447.5,85.1,9.97,1.0471,0.8548,forced,1.0,6.337,14.47,4.41,47.0,4204.2,113.94,120.11,6.173
4523.1,57.55,-18.86,0.7884,0.6436,forced,1.0,6.288,55.57,4.21,29.6,2839.4,478.25,623.26,145.014
5144.1,52.99,-22.39,0.7361,0.6009,natural,0.0,5.42,42.67,7.45,62.9,4402.6,275.93,356.43,80.507
3658.6,64.43,3.41,0.8116,0.6625,forced,1.0,3.832,48.5,2.36,56.6,1870.5,261.74,329.04,67.295
1099.2,88.8,18.45,1.0609,0.866,forced,1.0,4.895,41.34,0.94,23.7,1103.0,245.51,265.3,19.795
1583.8,83.69,11.72,1.0234,0.8355,forced,1.0,4.578,44.57,3.8,25.7,3622.9,247.35,273.74,26.392
3033.9,69.81,0.01,0.8903,0.7267,natural,0.0,1.899,39.93,4.68,56.5,3714.1,88.96,103.58,14.626
4201.3,60.04,-0.47,0.767,0.6262,forced,1.0,1.892,24.38,7.11,11.2,4724.9,66.62,81.81,15.198
799.7,92.08,9.67,1.1342,0.9259,forced,1.0,3.96,23.18,8.14,21.7,7859.9,107.29,110.75,3.461
48.7,100.74,20.45,1.1953,0.9758,forced,1.0,5.136,40.8,9.76,51.0,10059.9,234.15,237.0,2.849
2698.5,72.84,3.63,0.9168,0.7484,forced,1.0,4.619,8.61,5.7,44.3,4606.0,53.77,58.65,4.874
907.5,90.89,14.69,1.1,0.8979,forced,1.0,1.736,7.6,1.07,31.2,1254.8,29.07,29.69,0.613
5543.2,50.21,-24.09,0.7023,0.5733,natural,0.0,4.072,35.13,1.0,45.4,703.5,164.85,215.54,50.694
1444.8,85.13,18.86,1.0156,0.829,forced,1.0,2.876,52.35,1.04,13.1,1158.8,193.76,215.06,21.293
267.9,98.15,17.05,1.1782,0.9618,forced,1.0,0.997,25.11,8.31,29.6,8485.9,42.89,43.54,0.65
4332.4,59.01,-11.81,0.7867,0.6422,forced,1.0,3.269,27.51,2.87,16.2,2063.0,116.37,145.45,29.078
3789.2,63.35,7.11,0.7875,0.6428,forced,1.0,5.471,52.75,0.61,64.7,564.1,418.12,536.21,118.095
3163.8,68.66,1.62,0.8705,0.7106,forced,1.0,1.304,48.03,5.86,48.3,4478.2,83.94,101.79,17.852
1799.4,81.49,5.45,1.019,0.8318,forced,1.0,3.983,73.55,6.85,27.0,6019.5,344.85,391.98,47.135
2112.9,78.39,-8.33,1.0312,0.8418,forced,1.0,4.042,36.45,7.29,30.6,6147.7,160.75,177.17,16.416
386.2,96.77,20.82,1.1468,0.9361,forced,1.0,6.384,74.99,3.28,18.9,3623.2,525.53,550.49,24.963
275.4,98.06,10.86,1.2028,0.9819,forced,1.0,1.458,47.74,2.97,14.2,3347.3,81.47,82.2,0.723
3494.4,65.81,1.03,0.8362,0.6826,forced,1.0,1.288,22.01,6.35,31.3,4637.0,39.52,46.44,6.916
2780.7,72.09,-5.7,0.939,0.7665,forced,1.0,5.242,21.86,7.35,51.4,5745.5,136.06,153.75,17.684
237.9,98.5,26.39,1.1456,0.9352,forced,1.0,2.34,54.15,3.83,13.2,4231.7,160.05,166.03,5.981
1888.1,80.61,5.49,1.0078,0.8227,natural,0.0,5.526,44.71,0.56,61.9,645.7,277.88,306.16,28.282
842.3,91.61,13.47,1.1134,0.9089,forced,1.0,1.107,12.63,7.53,11.3,7288.1,28.56,29.25,0.682
2164.3,77.89,6.17,0.9714,0.793,forced,1.0,3.876,26.17,3.44,23.8,3111.6,128.26,142.51,14.248
1353.0,86.09,5.96,1.0746,0.8772,forced,1.0,3.594,53.26,3.37,23.5,3336.9,218.54,236.8,18.266
1181.2,87.92,-1.99,1.1295,0.922,forced,1.0,4.979,4.1,1.12,22.9,1275.5,19.81,20.08,0.265
108.8,100.03,27.66,1.1584,0.9456,natural,0.0,2.066,52.64,7.64,22.6,8001.3,139.47,143.27,3.8
4223.1,59.87,-13.85,0.8043,0.6566,forced,1.0,1.525,36.2,8.83,15.7,5727.9,63.47,82.17,18.701
2411.8,75.51,0.9,0.9599,0.7836,natural,0.0,4.776,68.77,3.37,30.2,2969.2,371.92,431.86,59.935
2423.5,75.4,-3.56,0.9744,0.7954,forced,1.0,4.886,5.84,4.6,15.5,3916.2,30.71,33.06,2.353
1635.8,83.16,8.81,1.0274,0.8387,natural,0.0,4.156,74.14,1.99,50.6,2020.8,345.24,386.32,41.08
4476.1,57.91,-22.85,0.806,0.6579,forced,1.0,1.466,52.8,1.61,23.8,1215.5,85.36,114.66,29.298
4567.0,57.22,-15.41,0.7734,0.6313,forced,1.0,2.961,61.88,5.94,16.4,3849.0,249.28,333.25,83.961
73.0,100.45,20.77,1.1906,0.9719,forced,1.0,2.185,58.1,2.87,17.7,3319.1,150.65,153.21,2.563
1850.9,80.98,14.35,0.9812,0.801,natural,0.0,1.701,47.55,9.02,53.7,7677.0,104.72,116.11,11.388
3594.4,64.97,6.45,0.8095,0.6608,forced,1.0,5.883,15.63,4.94,44.8,3652.8,134.52,156.54,22.02
4624.0,56.79,-1.29,0.7277,0.594,forced,1.0,1.723,37.45,3.38,33.2,2307.8,96.6,125.42,28.816
4419.3,58.34,-13.46,0.7827,0.6389,natural,0.0,4.991,69.74,7.54,39.8,4852.9,422.0,552.78,130.78
3771.5,63.5,-2.68,0.8178,0.6676,natural,0.0,1.058,46.16,9.89,47.8,6693.4,57.1,70.33,13.23
4866.3,54.99,4.24,0.6906,0.5638,forced,1.0,1.624,43.09,0.76,47.8,597.2,114.95,152.17,37.217
5722.0,49.01,-10.93,0.6511,0.5315,forced,1.0,1.039,4.95,8.43,30.1,4586.4,-2.41,-1.43,0.971
1329.9,86.34,19.44,1.028,0.8391,forced,1.0,3.077,15.69,9.71,55.3,8700.1,74.98,79.39,4.405
4508.0,57.67,-19.47,0.7919,0.6465,forced,1.0,2.228,58.27,8.54,38.5,5377.4,164.62,218.62,54.004
4570.4,57.19,-4.07,0.7405,0.6045,natural,0.0,3.713,74.55,9.29,23.1,5759.2,351.92,476.65,124.728
380.7,96.83,18.71,1.1558,0.9435,forced,1.0,4.548,34.22,2.78,57.8,3116.8,181.76,187.24,5.477
5390.1,51.26,-14.52,0.6905,0.5636,forced,1.0,6.069,50.59,5.84,37.2,3432.2,471.21,645.63,174.426
5834.3,48.26,-19.73,0.6634,0.5416,forced,1.0,5.195,66.83,5.57,45.3,3115.2,547.36,790.19,242.836
4665.6,56.48,-12.88,0.756,0.6171,forced,1.0,0.975,9.94,2.51,43.1,1759.6,1.39,4.03,2.64
4457.1,58.05,-12.9,0.7771,0.6344,natural,0.0,6.008,41.25,3.72,41.9,2560.4,298.26,371.98,73.716
4662.5,56.5,-14.32,0.7605,0.6208,forced,1.0,2.417,43.91,7.99,34.5,4968.7,141.07,185.99,44.927
1044.1,89.39,13.01,1.0883,0.8884,forced,1.0,3.026,12.05,1.38,45.2,1557.1,53.08,54.92,1.836
639.9,93.87,17.96,1.1234,0.917,natural,0.0,3.79,55.37,4.75,20.5,4915.9,237.06,248.61,11.544
5595.9,49.85,-25.86,0.7023,0.5733,forced,1.0,2.371,15.24,5.59,59.0,3218.5,30.51,43.2,12.689
5074.7,53.48,-11.05,0.7108,0.5803,forced,1.0,4.376,7.27,8.95,25.7,5238.5,38.13,47.22,9.093
4886.3,54.84,-6.52,0.7166,0.585,forced,1.0,1.434,28.38,7.59,43.6,4619.8,55.98,72.94,16.962
2517.9,74.51,10.56,0.915,0.7469,forced,1.0,6.264,20.34,4.93,50.2,4124.5,171.48,193.17,21.688
1912.1,80.37,12.92,0.9787,0.7989,forced,1.0,0.825,66.47,0.94,24.4,1007.6,78.52,89.27,10.748
2946.3,70.59,2.43,0.8923,0.7284,forced,1.0,2.255,72.1,5.42,60.5,4278.7,211.98,261.59,49.611
4714.1,56.11,-8.1,0.7375,0.6021,forced,1.0,3.187,52.0,6.37,52.8,4025.6,240.6,321.54,80.937
2396.4,75.66,4.61,0.9489,0.7746,forced,1.0,6.189,39.19,4.23,64.3,3647.3,302.15,346.98,44.832
2241.7,77.14,0.48,0.9821,0.8017,forced,1.0,5.594,8.39,1.34,59.4,1333.6,56.52,61.12,4.598
3404.3,66.58,-3.62,0.8605,0.7024,forced,1.0,5.936,66.49,5.31,59.2,3989.2,519.93,652.84,132.913
336.0,97.35,13.24,1.1842,0.9667,forced,1.0,5.01,71.75,9.65,26.3,9645.2,382.54,391.79,9.244
2852.2,71.44,6.71,0.8892,0.7259,forced,1.0,4.705,59.3,6.46,47.4,5067.0,367.27,446.38,79.112
1734.1,82.15,13.38,0.9989,0.8154,forced,1.0,3.476,19.04,4.37,46.3,4042.6,91.31,98.42,7.106
2023.7,79.26,13.72,0.9625,0.7857,forced,1.0,3.745,68.2,0.54,44.8,611.3,323.48,378.06,54.583
734.2,92.81,13.77,1.1269,0.9199,forced,1.0,4.492,37.0,3.51,55.2,3704.6,191.47,199.84,8.375
4970.7,54.23,-13.4,0.7273,0.5937,forced,1.0,5.467,17.7,5.62,53.6,3489.8,133.47,166.55,33.08
797.6,92.1,14.51,1.1154,0.9105,forced,1.0,5.635,24.59,4.29,11.9,4402.3,163.89,170.6,6.708
828.3,91.76,26.64,1.0663,0.8705,forced,1.0,2.683,2.88,8.4,14.6,8066.8,35.27,35.52,0.248
1099.5,88.79,15.76,1.0707,0.874,forced,1.0,5.661,69.8,6.39,16.2,6107.9,455.87,499.94,44.068
1540.9,84.13,-1.45,1.0787,0.8806,forced,1.0,5.084,4.43,1.63,53.6,1710.5,23.48,24.39,0.906
2310.8,76.47,-3.59,0.9883,0.8068,forced,1.0,4.406,13.72,8.08,53.0,6602.3,68.18,74.37,6.188
3178.9,68.53,-16.93,0.9317,0.7606,forced,1.0,3.242,34.16,2.6,61.9,2156.8,120.91,141.71,20.8
1566.1,83.87,13.31,1.02,0.8326,forced,1.0,5.535,43.05,6.84,51.9,6171.2,289.2,320.07,30.868
1763.3,81.86,17.54,0.981,0.8008,natural,0.0,2.456,10.52,5.24,33.6,4748.3,46.41,48.17,1.759
2744.0,72.42,9.2,0.8935,0.7294,forced,1.0,5.895,73.64,6.92,16.8,5459.9,567.97,700.79,132.822
5956.6,47.46,-24.39,0.6647,0.5426,forced,1.0,1.177,17.21,8.69,39.3,4581.9,8.66,16.9,8.234
5463.3,50.76,-11.28,0.6752,0.5512,forced,1.0,0.871,23.15,6.4,56.7,3695.6,21.21,30.4,9.194
427.3,96.3,25.68,1.1226,0.9164,forced,1.0,5.277,49.76,3.5,15.6,3820.1,307.26,322.96,15.702
184.9,99.12,21.62,1.1715,0.9563,forced,1.0,4.023,43.26,7.45,10.2,7759.8,201.99,207.18,5.189
386.2,96.77,18.44,1.1562,0.9438,forced,1.0,3.183,64.1,8.6,48.7,8646.7,232.11,240.65,8.544
422.5,96.35,5.18,1.206,0.9844,forced,1.0,6.451,18.78,5.55,56.5,5794.2,127.84,128.23,0.39
5242.1,52.29,-9.24,0.6903,0.5635,forced,1.0,5.202,37.82,3.3,21.8,2096.2,302.1,402.89,100.798
5995.1,47.21,-25.29,0.6636,0.5417,natural,0.0,2.653,2.16,5.88,33.0,3208.6,-17.49,-17.2,0.289
1192.4,87.8,16.69,1.0553,0.8614,forced,1.0,4.478,42.28,8.78,52.4,8064.1,230.0,248.96,18.961
4254.4,59.62,-12.64,0.7973,0.6509,forced,1.0,5.115,63.73,5.47,16.1,3708.1,447.03,585.44,138.417
3988.8,61.73,1.06,0.7843,0.6402,natural,0.0,6.096,38.58,5.73,56.7,3990.3,294.97,360.25,65.275
1637.1,83.14,8.74,1.0275,0.8388,forced,1.0,1.613,5.9,1.37,36.6,1445.0,19.69,20.36,0.671
4886.7,54.84,-18.41,0.75,0.6122,forced,1.0,4.189,17.76,2.88,32.8,1936.0,91.73,114.93,23.194
5790.8,48.55,-18.28,0.6636,0.5417,natural,0.0,5.376,5.96,8.08,23.9,4379.7,25.26,30.7,5.44
3383.0,66.76,0.11,0.8511,0.6948,natural,0.0,5.386,20.09,7.03,33.3,5146.6,129.92,146.9,16.972
4431.5,58.25,-10.15,0.7716,0.6299,forced,1.0,6.241,34.39,9.01,49.1,5693.1,300.47,379.43,78.954
4062.4,61.14,-7.49,0.8017,0.6545,forced,1.0,4.385,68.7,3.52,26.8,2552.7,415.36,544.72,129.36
1629.1,83.22,2.74,1.0509,0.8578,natural,0.0,3.497,59.62,5.04,56.0,4654.6,227.83,249.11,21.281
5373.3,51.38,-12.73,0.6873,0.561,forced,1.0,5.641,31.41,5.1,49.7,3047.1,268.59,354.17,85.58
1362.9,85.99,4.41,1.0792,0.881,forced,1.0,5.713,48.78,6.03,27.6,5630.0,312.82,338.04,25.221
521.8,95.21,18.85,1.1359,0.9273,forced,1.0,3.776,46.31,8.59,56.9,8504.0,204.6,213.09,8.482
5153.4,52.92,-30.3,0.7592,0.6197,forced,1.0,3.112,29.19,2.09,44.4,1409.3,102.89,135.57,32.678
2078.6,78.72,-3.7,1.0178,0.8309,natural,0.0,5.644,58.25,4.7,20.1,4153.6,356.98,397.56,40.576
27.4,101.0,10.31,1.2413,1.0133,natural,0.0,2.812,71.84,4.37,37.9,4864.8,210.97,210.84,-0.129
1699.2,82.51,12.41,1.0066,0.8217,natural,0.0,5.282,18.65,2.07,56.8,2074.3,121.08,127.86,6.781
2229.0,77.26,14.16,0.9368,0.7647,forced,1.0,1.492,11.91,6.97,62.0,5826.1,36.19,38.54,2.349
5316.9,51.77,-28.33,0.7367,0.6014,natural,0.0,1.099,54.44,6.9,20.9,4022.7,48.83,72.06,23.228
1295.2,86.7,6.19,1.0813,0.8827,forced,1.0,5.571,15.89,8.23,42.2,7519.5,104.0,109.26,5.264
4358.4,58.81,-2.54,0.7571,0.6181,forced,1.0,3.629,31.87,1.42,57.6,1103.4,167.44,211.57,44.135
5489.0,50.58,-27.29,0.7167,0.5851,forced,1.0,1.53,24.71,2.73,20.5,1719.8,30.74,45.97,15.238
3781.3,63.42,-13.62,0.8512,0.6949,forced,1.0,3.894,71.67,0.75,40.4,667.9,359.78,460.33,100.557
1875.7,80.73,11.44,0.9882,0.8067,forced,1.0,3.519,15.92,5.04,54.5,4525.0,77.95,83.89,5.942
497.0,95.5,5.67,1.1931,0.974,forced,1.0,5.014,12.04,9.22,64.6,9100.1,67.31,67.68,0.37
465.2,95.86,10.69,1.1765,0.9604,forced,1.0,2.602,11.46,4.22,12.7,4499.4,41.5,42.07,0.573
304.6,97.72,9.97,1.2024,0.9816,forced,1.0,3.899,31.13,5.1,38.1,5433.1,133.17,134.53,1.36
2732.8,72.52,1.27,0.9207,0.7516,forced,1.0,1.206,59.95,9.7,36.5,7421.1,92.12,110.2,18.085
36.4,100.89,22.17,1.1901,0.9715,forced,1.0,1.809,13.4,1.04,43.5,1350.6,46.97,47.47,0.495
507.9,95.37,5.49,1.1924,0.9733,forced,1.0,1.299,15.44,7.23,31.8,7290.1,25.99,25.73,-0.257
954.0,90.38,16.88,1.0856,0.8862,forced,1.0,3.967,46.43,9.57,56.5,8954.6,219.76,235.36,15.603
70.5,100.48,14.65,1.2163,0.9929,natural,0.0,1.549,35.09,4.57,24.0,5045.4,69.22,69.62,0.4
1547.5,84.06,13.95,1.02,0.8327,forced,1.0,5.858,51.5,5.69,20.1,5231.8,363.24,405.02,41.778
2000.3,79.49,3.77,1.0,0.8163,forced,1.0,3.717,54.09,4.52,64.2,4047.5,240.22,273.03,32.806
1544.2,84.1,11.1,1.0307,0.8414,forced,1.0,5.468,13.76,6.56,63.1,5958.3,97.46,103.71,6.249
3478.3,65.95,-6.16,0.8605,0.7024,forced,1.0,2.409,31.9,8.45,11.6,6011.3,95.79,115.39,19.597
2391.3,75.71,1.23,0.9612,0.7847,forced,1.0,2.438,59.88,6.86,58.2,5642.6,178.49,208.19,29.704
1840.8,81.08,16.31,0.9758,0.7966,natural,0.0,3.095,11.59,3.46,45.0,3235.7,56.5,58.55,2.055
314.4,97.6,18.95,1.1641,0.9503,forced,1.0,1.298,6.99,4.96,11.9,5288.2,28.41,28.75,0.34
718.9,92.98,11.53,1.1378,0.9288,forced,1.0,5.663,36.66,7.57,24.2,7426.4,231.73,241.1,9.368
2759.7,72.28,9.07,0.8922,0.7283,forced,1.0,2.483,25.1,2.27,10.2,2000.8,89.37,101.67,12.295
421.9,96.36,27.09,1.1181,0.9127,natural,0.0,2.739,29.23,8.01,38.9,8075.8,110.9,114.23,3.325
5554.2,50.14,-22.02,0.6955,0.5677,forced,1.0,5.893,68.07,3.79,53.0,2284.2,608.98,861.11,252.128
4473.2,57.93,-14.1,0.7791,0.636,forced,1.0,3.014,22.01,5.67,16.8,3730.3,81.19,101.02,19.83
4701.4,56.21,-5.27,0.731,0.5967,forced,1.0,3.398,54.37,0.59,17.0,491.8,273.96,367.54,93.582
5037.6,53.75,-14.92,0.7251,0.5919,forced,1.0,4.735,54.81,6.84,26.7,4131.3,379.9,515.25,135.355
254.8,98.3,11.89,1.2014,0.9807,forced,1.0,5.082,58.45,9.7,61.4,9777.4,313.61,317.61,4.001
3364.1,66.92,8.04,0.8291,0.6768,forced,1.0,1.482,33.52,2.63,29.6,2133.7,75.91,90.91,14.991
3821.6,63.09,-3.78,0.8159,0.666,forced,1.0,6.209,28.76,6.42,53.5,4509.2,243.39,295.09,51.703
2199.0,77.55,13.34,0.943,0.7698,natural,0.0,1.68,65.87,8.58,24.2,7060.0,139.5,161.01,21.504
670.7,93.52,14.61,1.1322,0.9243,forced,1.0,5.872,26.8,6.0,41.0,6051.8,182.17,188.57,6.403
5182.7,52.71,-8.98,0.6951,0.5675,forced,1.0,6.031,56.14,2.55,57.1,1677.7,523.76,721.5,197.732
954.8,90.37,6.04,1.1276,0.9205,forced,1.0,0.896,65.92,7.82,32.9,7453.2,69.14,72.79,3.655
1363.9,85.98,13.79,1.0439,0.8521,natural,0.0,5.903,57.16,4.95,52.4,4711.8,379.29,414.45,35.151
737.3,92.78,10.72,1.1386,0.9294,forced,1.0,1.501,42.03,3.82,24.8,3996.5,77.6,80.66,3.065
734.9,92.8,18.67,1.1079,0.9044,forced,1.0,5.917,17.95,0.71,29.0,895.4,133.77,138.6,4.837
1628.0,83.24,6.84,1.0356,0.8454,natural,0.0,4.445,34.54,5.86,64.1,5331.6,173.83,187.04,13.206
5807.8,48.44,-18.84,0.6635,0.5416,natural,0.0,2.306,45.76,8.85,58.6,4743.6,124.53,172.42,47.881
1821.6,81.27,1.68,1.0302,0.8409,forced,1.0,2.507,59.12,9.82,33.0,8323.1,171.95,192.52,20.57
4733.8,55.97,-12.71,0.7487,0.6111,forced,1.0,1.893,37.23,1.16,41.4,880.2,91.78,120.85,29.07
1254.1,87.14,5.28,1.0903,0.89,forced,1.0,2.36,52.06,1.79,41.9,1911.5,140.17,150.46,10.29
2428.0,75.36,15.92,0.9082,0.7414,forced,1.0,5.454,50.05,5.31,31.8,4457.9,362.67,429.37,66.693
3048.2,69.68,0.22,0.888,0.7249,forced,1.0,3.158,64.03,7.95,44.3,5978.4,261.78,321.46,59.678
1507.6,84.48,18.31,1.0097,0.8242,forced,1.0,1.064,4.19,5.3,49.3,4933.2,23.52,23.72,0.199
2718.6,72.65,-0.18,0.9272,0.7569,forced,1.0,3.954,11.74,4.82,43.2,3954.6,57.84,64.15,6.31
1504.0,84.51,23.9,0.9912,0.8091,forced,1.0,1.817,59.09,5.35,64.0,4975.3,151.07,169.74,18.674
600.8,94.31,24.27,1.1047,0.9018,forced,1.0,3.767,17.42,7.26,24.5,7243.9,95.56,98.71,3.153
1481.8,84.74,10.43,1.0411,0.8499,forced,1.0,6.494,55.55,3.74,46.3,3615.7,421.34,466.71,45.367
3836.5,62.96,-5.81,0.8205,0.6698,forced,1.0,1.119,60.29,2.85,35.2,2170.8,87.2,112.98,25.778
3039.4,69.76,14.99,0.8434,0.6885,forced,1.0,1.809,64.89,8.57,20.2,6405.8,173.19,215.33,42.147
3419.3,66.45,-6.78,0.869,0.7094,forced,1.0,1.813,59.74,7.85,23.2,5660.9,135.75,169.63,33.883
5125.4,53.12,-18.18,0.7258,0.5925,forced,1.0,4.231,6.91,3.71,29.2,2359.4,26.29,33.88,7.599
3549.1,65.35,-7.7,0.8576,0.7001,natural,0.0,3.926,42.42,8.4,39.1,5928.9,191.35,228.27,36.924
5776.7,48.64,-18.03,0.6642,0.5422,natural,0.0,2.865,30.57,2.96,21.3,1782.0,100.93,133.86,32.937
3960.9,61.95,-1.22,0.7937,0.6479,natural,0.0,3.618,54.1,7.65,13.8,5194.5,241.97,304.97,63.003
1155.6,88.19,18.41,1.0538,0.8602,forced,1.0,5.079,18.46,5.64,49.6,5425.3,124.16,130.94,6.776
4853.7,55.08,-14.15,0.7409,0.6048,forced,1.0,6.295,50.13,5.94,28.3,3720.5,457.73,608.06,150.336
3470.2,66.02,-2.09,0.8485,0.6926,forced,1.0,4.735,69.38,7.31,39.2,5279.3,438.6,556.91,118.306
3974.3,61.85,-4.45,0.8018,0.6545,forced,1.0,3.237,47.15,4.17,15.5,3002.4,209.76,266.02,56.263
2322.2,76.37,11.01,0.9362,0.7643,natural,0.0,4.299,36.88,4.42,51.6,3826.5,192.36,216.23,23.867
2296.9,76.61,9.99,0.9426,0.7694,forced,1.0,4.256,19.77,9.68,47.1,7781.8,113.73,126.18,12.453
4090.3,60.92,-7.18,0.7979,0.6513,forced,1.0,2.052,33.8,6.69,14.7,4532.9,90.59,113.88,23.291
1311.2,86.53,13.06,1.0533,0.8598,forced,1.0,6.358,32.07,2.87,42.8,2901.1,243.12,261.51,18.394
4399.6,58.5,-9.97,0.7743,0.6321,forced,1.0,0.92,39.64,5.04,64.5,3388.3,42.66,56.66,13.991
2533.9,74.36,5.36,0.9302,0.7593,forced,1.0,5.758,53.56,6.17,48.1,5041.2,389.74,460.07,70.324
277.4,98.04,14.08,1.189,0.9706,forced,1.0,0.928,56.93,1.09,57.5,1364.7,68.2,69.58,1.373
3229.1,68.09,-8.38,0.8959,0.7313,forced,1.0,3.476,19.69,4.59,41.9,3568.6,79.53,91.87,12.342
4143.0,60.5,1.45,0.7675,0.6265,forced,1.0,1.104,71.4,5.04,43.4,3492.6,116.0,154.9,38.894
5380.1,51.33,-8.48,0.6756,0.5515,natural,0.0,4.927,27.13,6.25,32.3,3652.9,171.54,216.56,45.01
615.6,94.14,16.58,1.132,0.9241,forced,1.0,1.917,28.51,2.38,30.2,2646.2,74.8,77.29,2.498
5354.1,51.51,-16.27,0.6986,0.5702,natural,0.0,2.045,4.95,3.67,14.4,2273.8,-2.88,-1.94,0.937
5848.8,48.17,-25.13,0.6766,0.5523,forced,1.0,3.205,33.76,8.21,38.8,4412.2,148.83,204.6,55.765
3052.1,69.64,13.41,0.8467,0.6912,natural,0.0,6.109,42.49,2.66,42.6,2237.4,325.63,385.93,60.303
